GridLat,GridLon,Total_Crimes,LAT,LON
34.06,-118.49,10,34.06071,-118.48978
34.06,-118.48,57,34.05965964912281,-118.48028596491228
34.06,-118.47,116,34.060566379310345,-118.46959913793104
34.06,-118.46,64,34.057853125,-118.463553125
34.06,-118.45,182,34.06223736263736,-118.44686813186814
34.06,-118.44,484,34.060312809917356,-118.44178636363637
34.06,-118.43,210,34.05952809523809,-118.42986
34.06,-118.42,602,34.0604792358804,-118.4188865448505
34.06,-118.41,18,34.0564,-118.41133333333333
34.06,-118.4,79,34.05617848101266,-118.39817594936707
34.06,-118.39,109,34.055855963302754,-118.39041559633027
34.06,-118.38,364,34.058842032967036,-118.37970384615384
34.06,-118.37,227,34.058659911894274,-118.3693973568282
34.06,-118.36,354,34.060383333333334,-118.36007062146892
34.06,-118.35,457,34.061983369803066,-118.34884398249453
34.06,-118.34,363,34.06077162534435,-118.34080275482094
34.06,-118.33,196,34.0586693877551,-118.32848112244899
34.06,-118.32,258,34.05949573643411,-118.32020813953488
34.06,-118.31,1044,34.059548850574714,-118.30947710727969
34.06,-118.3,1411,34.060471651311126,-118.30003090007087
34.06,-118.29,1153,34.05971118820469,-118.28984735472682
34.06,-118.28,1489,34.05980100738751,-118.2798774345198
34.06,-118.27,1560,34.058736153846155,-118.2707960897436
34.06,-118.26,931,34.06029785177228,-118.26088796992481
34.06,-118.25,732,34.059727049180324,-118.24985532786886
34.06,-118.24,1246,34.05909325842697,-118.23934951845906
34.06,-118.23,308,34.05991818181818,-118.23167305194806
34.06,-118.22,32,34.057834375,-118.21994687499999
34.06,-118.21,254,34.05921496062992,-118.20984094488189
34.06,-118.2,220,34.06000954545454,-118.19982727272728
34.06,-118.19,69,34.05988115942029,-118.19225507246377
34.06,-118.18,73,34.06353287671233,-118.1801493150685
34.06,-118.17,15,34.06362,-118.17387333333333
34.07,-118.56,14,34.071242857142856,-118.56127142857143
34.07,-118.55,9,34.0708,-118.55040000000001
34.07,-118.5,6,34.071783333333336,-118.50036666666666
34.07,-118.49,21,34.07004285714286,-118.48874761904761
34.07,-118.48,32,34.070509375,-118.478475
34.07,-118.47,53,34.06954528301887,-118.46870188679245
34.07,-118.46,70,34.07062857142857,-118.46028285714287
34.07,-118.45,141,34.06780141843972,-118.45141631205675
34.07,-118.44,31,34.06772258064516,-118.4379064516129
34.07,-118.43,81,34.069266666666664,-118.42920493827161
34.07,-118.42,3,34.06583333333334,-118.4239
34.07,-118.39,32,34.073478125,-118.387715625
34.07,-118.38,304,34.07284144736842,-118.37857335526314
34.07,-118.37,458,34.07091419213974,-118.36954104803493
34.07,-118.36,784,34.07216364795919,-118.35780280612245
34.07,-118.35,645,34.06860992248062,-118.34836852713178
34.07,-118.34,172,34.07101569767442,-118.34160348837209
34.07,-118.33,69,34.06934202898551,-118.32874782608695
34.07,-118.32,271,34.06967822878229,-118.31837269372693
34.07,-118.31,840,34.068977976190475,-118.30955535714287
34.07,-118.3,1120,34.069359999999996,-118.29958500000001
34.07,-118.29,1223,34.06921790678659,-118.29000547833198
34.07,-118.28,762,34.06973687664042,-118.28028123359582
34.07,-118.27,695,34.068987194244606,-118.26979611510792
34.07,-118.26,318,34.07057641509434,-118.26038867924528
34.07,-118.25,523,34.069958317399625,-118.24930745697897
34.07,-118.24,148,34.066828378378375,-118.24114054054054
34.07,-118.23,182,34.068187912087915,-118.23113021978021
34.07,-118.22,295,34.07000338983051,-118.2187538983051
34.07,-118.21,268,34.06986716417911,-118.2108343283582
34.07,-118.2,144,34.070179861111114,-118.20103194444444
34.07,-118.19,103,34.06811359223301,-118.18945825242719
34.07,-118.18,113,34.07046725663717,-118.17878230088496
34.07,-118.17,100,34.071007,-118.17158300000001
34.07,-118.16,31,34.07258387096774,-118.16347741935485
34.08,-118.57,1,34.0781,-118.5679
34.08,-118.56,7,34.0769,-118.56222857142858
34.08,-118.55,1,34.0775,-118.5491
34.08,-118.52,1,34.0816,-118.5205
34.08,-118.51,7,34.081385714285716,-118.5077
34.08,-118.5,10,34.07884,-118.50141
34.08,-118.49,10,34.08101,-118.48787
34.08,-118.48,17,34.07895882352941,-118.48140588235295
34.08,-118.47,39,34.07825641025641,-118.46891794871794
34.08,-118.46,25,34.079508000000004,-118.46108
34.08,-118.45,14,34.0809,-118.45083571428572
34.08,-118.44,23,34.07973043478261,-118.43827826086955
34.08,-118.43,22,34.08079090909091,-118.43220000000001
34.08,-118.39,37,34.075227027027026,-118.38842162162163
34.08,-118.38,415,34.07707614457831,-118.37801325301206
34.08,-118.37,405,34.079512345679014,-118.37044049382716
34.08,-118.36,529,34.080350850661624,-118.35942419659735
34.08,-118.35,377,34.08186100795756,-118.34989098143237
34.08,-118.34,293,34.0809023890785,-118.3412470989761
34.08,-118.33,188,34.08145319148936,-118.32840957446807
34.08,-118.32,325,34.07977446153846,-118.32002153846153
34.08,-118.31,605,34.080204628099175,-118.30978099173554
34.08,-118.3,590,34.079546101694916,-118.29975084745763
34.08,-118.29,548,34.07932810218978,-118.28989215328467
34.08,-118.28,461,34.0795125813449,-118.27979479392624
