GridLat,GridLon,Total_Crimes,LAT,LON
34.08,-118.27,420,34.07996142857143,-118.26962452380953
34.08,-118.26,485,34.07974494845361,-118.25990783505155
34.08,-118.25,135,34.08001481481481,-118.25214962962963
34.08,-118.24,32,34.082131249999996,-118.237946875
34.08,-118.23,31,34.07864838709678,-118.23092580645161
34.08,-118.22,391,34.07914296675192,-118.21938516624041
34.08,-118.21,196,34.07860867346939,-118.21141530612245
34.08,-118.2,109,34.08044770642202,-118.2002
34.08,-118.19,96,34.080277083333335,-118.19138854166665
34.08,-118.18,131,34.08085648854962,-118.18019465648855
34.08,-118.17,158,34.08023670886076,-118.17062721518987
34.08,-118.16,35,34.08130571428572,-118.16331142857143
34.09,-118.57,5,34.0921,-118.5682
34.09,-118.53,14,34.0889,-118.5325
34.09,-118.51,6,34.0949,-118.5111
34.09,-118.5,1,34.0926,-118.5037
34.09,-118.48,2,34.0886,-118.4764
34.09,-118.47,21,34.087066666666665,-118.47238095238096
34.09,-118.46,19,34.0904,-118.45862631578949
34.09,-118.45,17,34.08826470588235,-118.44900588235294
34.09,-118.44,7,34.090985714285715,-118.44092857142857
34.09,-118.43,11,34.091418181818185,-118.43101818181817
34.09,-118.42,3,34.09473333333333,-118.42020000000001
34.09,-118.39,26,34.09243461538462,-118.38923076923076
34.09,-118.38,93,34.0874688172043,-118.3767247311828
34.09,-118.37,39,34.0864282051282,-118.3713358974359
34.09,-118.36,94,34.08858297872341,-118.36043723404256
34.09,-118.35,185,34.089686486486485,-118.34943513513512
34.09,-118.34,620,34.09055838709677,-118.33926903225806
34.09,-118.33,641,34.09040920436818,-118.32976209048363
34.09,-118.32,581,34.09096557659208,-118.32091549053357
34.09,-118.31,741,34.090170310391365,-118.31022564102564
34.09,-118.3,583,34.08970857632933,-118.3002898799314
34.09,-118.29,571,34.09079124343257,-118.28992521891419
34.09,-118.28,381,34.090134645669295,-118.2802532808399
34.09,-118.27,214,34.089728971962614,-118.27129112149532
34.09,-118.26,183,34.089450273224045,-118.2606781420765
34.09,-118.25,119,34.090189915966384,-118.2508462184874
34.09,-118.24,59,34.09098813559322,-118.23934745762712
34.09,-118.23,248,34.08896370967742,-118.22802782258066
34.09,-118.22,195,34.08867897435898,-118.22064307692307
34.09,-118.21,216,34.09053101851852,-118.21044074074074
34.09,-118.2,60,34.091136666666664,-118.201585
34.09,-118.19,155,34.08786193548387,-118.1882264516129
34.09,-118.18,122,34.08749344262296,-118.17876967213115
34.09,-118.17,180,34.08900722222222,-118.1698938888889
34.09,-118.16,104,34.090481730769234,-118.16277403846154
34.1,-118.49,15,34.10348666666666,-118.49112666666666
34.1,-118.47,30,34.101483333333334,-118.46954000000001
34.1,-118.46,26,34.099392307692305,-118.45939615384616
34.1,-118.45,24,34.098441666666666,-118.4489
34.1,-118.44,7,34.10012857142857,-118.44097142857143
34.1,-118.43,17,34.1008,-118.43348823529412
34.1,-118.42,36,34.09871944444444,-118.4214361111111
34.1,-118.41,2,34.1032,-118.4058
34.1,-118.4,11,34.0991,-118.40213636363637
34.1,-118.39,45,34.09844222222222,-118.38838888888888
34.1,-118.38,98,34.099902040816325,-118.37858775510205
34.1,-118.37,155,34.09899161290323,-118.36752258064516
34.1,-118.36,284,34.098677464788736,-118.35926584507041
34.1,-118.35,784,34.099689285714284,-118.34876224489797
34.1,-118.34,1759,34.10061102899375,-118.33958294485502
34.1,-118.33,2030,34.1006448275862,-118.33034684729064
34.1,-118.32,1176,34.100768877551026,-118.32102967687077
34.1,-118.31,988,34.099751720647774,-118.30988674089069
34.1,-118.3,884,34.100394117647056,-118.30114524886878
34.1,-118.29,533,34.099173545966224,-118.29020300187618
34.1,-118.28,229,34.0989711790393,-118.28115240174672
34.1,-118.27,110,34.10035181818182,-118.26962272727272
34.1,-118.26,125,34.100928,-118.2588264
34.1,-118.25,128,34.10062890625,-118.2508203125
34.1,-118.24,98,34.1012306122449,-118.23873673469387
34.1,-118.23,176,34.09926363636364,-118.23101874999999
34.1,-118.22,59,34.09658813559322,-118.21854237288136
34.1,-118.21,126,34.09785158730159,-118.20817857142858
34.1,-118.2,110,34.10246909090909,-118.20097
34.1,-118.19,39,34.09979487179487,-118.1891
34.1,-118.18,89,34.10101235955056,-118.18340337078651
34.1,-118.17,20,34.09673,-118.16883
34.1,-118.16,24,34.09684166666667,-118.15929999999999
34.11,-118.5,1,34.1053,-118.5032
34.11,-118.49,4,34.106475,-118.491525
34.11,-118.48,3,34.109700000000004,-118.4781
34.11,-118.47,4,34.108850000000004,-118.4696
34.11,-118.46,8,34.109125,-118.46424999999999
34.11,-118.45,10,34.109030000000004,-118.44685999999999
34.11,-118.44,19,34.1107,-118.44099999999999
34.11,-118.43,5,34.111219999999996,-118.43162
34.11,-118.42,16,34.11088125,-118.423475
34.11,-118.41,8,34.1090875,-118.4056875
34.11,-118.4,8,34.112775,-118.4028625
34.11,-118.39,19,34.110484210526316,-118.3883894736842
34.11,-118.38,27,34.1105,-118.37972592592592
34.11,-118.37,47,34.109929787234044,-118.36897659574468
34.11,-118.36,57,34.11264035087719,-118.36123684210527
34.11,-118.35,20,34.107350000000004,-118.34693
34.11,-118.34,205,34.108186341463416,-118.33814243902438
34.11,-118.33,324,34.10791327160494,-118.33020833333335
34.11,-118.32,299,34.107822073578596,-118.32096153846153
34.11,-118.31,71,34.107419718309856,-118.30968169014085
34.11,-118.3,161,34.1081950310559,-118.29893291925465
34.11,-118.29,244,34.1084881147541,-118.28875983606557
34.11,-118.28,215,34.110458604651164,-118.27844930232558
34.11,-118.27,209,34.110553588516744,-118.26931866028708
34.11,-118.26,157,34.10896751592357,-118.25929681528663
34.11,-118.25,196,34.1113612244898,-118.25013877551021
34.11,-118.24,163,34.11013190184049,-118.23927300613497
34.11,-118.23,80,34.10866125,-118.23137625
34.11,-118.22,28,34.11214285714286,-118.21897142857142
34.11,-118.21,102,34.110164705882354,-118.20840490196078
34.11,-118.2,290,34.10880620689655,-118.19945999999999
34.11,-118.19,267,34.1105074906367,-118.19107003745319
34.11,-118.18,130,34.111200000000004,-118.18129307692308
34.11,-118.17,1,34.1149,-118.1749
34.12,-118.48,5,34.12034,-118.4807
34.12,-118.47,12,34.120825,-118.47009166666668
34.12,-118.46,4,34.121,-118.4639
34.12,-118.45,13,34.12258461538461,-118.44743076923078
34.12,-118.44,8,34.1203625,-118.43945
34.12,-118.43,18,34.12045555555555,-118.42934999999999
34.12,-118.42,5,34.1177,-118.42228
34.12,-118.41,4,34.120425,-118.410875
34.12,-118.4,22,34.11987272727273,-118.39962727272727
34.12,-118.39,13,34.11863846153846,-118.38943846153846
34.12,-118.38,18,34.11938888888889,-118.38064444444444
34.12,-118.37,23,34.11808260869565,-118.37064782608695
34.12,-118.36,33,34.12112727272727,-118.35881818181818
34.12,-118.35,43,34.12063488372093,-118.34892790697674
34.12,-118.34,42,34.11879285714286,-118.33934523809523
34.12,-118.33,13,34.11695384615385,-118.32736923076922
34.12,-118.32,165,34.12028121212121,-118.31778242424241
34.12,-118.31,39,34.117941025641024,-118.30981794871796
34.12,-118.3,74,34.11933378378378,-118.30036486486485
34.12,-118.29,43,34.118176744186044,-118.2915
34.12,-118.28,34,34.11686176470589,-118.27920882352942
34.12,-118.27,115,34.12038956521739,-118.2707652173913
34.12,-118.26,187,34.119581283422455,-118.26221229946525
34.12,-118.25,67,34.11802835820896,-118.24926268656716
34.12,-118.24,170,34.118577058823526,-118.24069588235295
34.12,-118.23,222,34.119838288288285,-118.22971576576577
34.12,-118.22,118,34.12133898305085,-118.21997372881356
34.12,-118.21,132,34.11997348484849,-118.20987575757576
34.12,-118.2,192,34.120118229166664,-118.20034583333334
34.12,-118.19,189,34.11917037037037,-118.18968624338623
34.12,-118.18,232,34.11876465517241,-118.18212931034483
34.12,-118.17,72,34.119570833333334,-118.17229305555556
34.13,-118.55,2,34.131249999999994,-118.55305000000001
34.13,-118.51,3,34.129466666666666,-118.50933333333334
34.13,-118.5,27,34.13108888888889,-118.4991
34.13,-118.49,19,34.131205263157895,-118.4906105263158
34.13,-118.48,15,34.13113333333333,-118.47997333333333
34.13,-118.47,16,34.130925,-118.46968125
34.13,-118.46,11,34.13203636363637,-118.46182727272726
34.13,-118.45,16,34.12773125,-118.4461375
34.13,-118.44,7,34.129985714285716,-118.44434285714286
34.13,-118.43,15,34.1289,-118.43024
34.13,-118.42,29,34.12996896551724,-118.42119655172414
34.13,-118.41,6,34.13151666666666,-118.40876666666666
34.13,-118.4,37,34.1325,-118.3974
34.13,-118.39,15,34.130586666666666,-118.38948
34.13,-118.38,32,34.129234374999996,-118.38066875
34.13,-118.37,34,34.131817647058824,-118.37076764705883
34.13,-118.36,74,34.131364864864864,-118.35976621621622
34.13,-118.35,113,34.13013097345133,-118.34965752212389
34.13,-118.34,82,34.130799999999994,-118.3416243902439
34.13,-118.33,42,34.1267,-118.32800238095238
34.13,-118.32,14,34.12769285714286,-118.31990714285713
34.13,-118.28,68,34.13194117647059,-118.27948088235294
34.13,-118.27,78,34.132103846153846,-118.27039358974359
34.13,-118.26,34,34.12597941176471,-118.2635
34.13,-118.24,2,34.1326,-118.2351
34.13,-118.23,74,34.12797432432433,-118.23026081081082
34.13,-118.22,93,34.12987956989247,-118.21858494623656
34.13,-118.21,66,34.131099999999996,-118.21027424242425
34.13,-118.2,99,34.13135555555556,-118.19852626262626
34.13,-118.19,109,34.130484403669726,-118.19105229357797
34.13,-118.18,4,34.126425,-118.18265
34.13,-118.17,1,34.1266,-118.1711
34.14,-118.6,2,34.1444,-118.5962
34.14,-118.57,2,34.1399,-118.5665
34.14,-118.56,20,34.140544999999996,-118.56085
34.14,-118.55,12,34.1391,-118.55191666666667
34.14,-118.53,24,34.143425,-118.53025416666667
34.14,-118.52,4,34.1424,-118.525
34.14,-118.51,19,34.1413,-118.506
34.14,-118.5,40,34.13951,-118.50003999999998
34.14,-118.49,26,34.14027307692308,-118.49062692307692
34.14,-118.48,29,34.13961379310345,-118.47974137931034
34.14,-118.47,30,34.139903333333336,-118.47064999999999
34.14,-118.46,33,34.13865757575757,-118.46098787878788
34.14,-118.45,31,34.14095161290323,-118.44950645161289
34.14,-118.44,25,34.141736,-118.438692
34.14,-118.43,38,34.141389473684214,-118.43052631578946
34.14,-118.42,38,34.13941578947369,-118.42062894736843
34.14,-118.41,124,34.14314435483871,-118.40809758064516
34.14,-118.4,165,34.14301393939394,-118.39796181818183
34.14,-118.39,143,34.14128671328671,-118.39093706293706
34.14,-118.38,100,34.140007,-118.380208
34.14,-118.37,367,34.14127438692098,-118.37040653950955
34.14,-118.36,172,34.13883604651163,-118.3618773255814
34.14,-118.34,97,34.137830927835054,-118.34172474226804
34.14,-118.29,26,34.13774615384615,-118.29021153846155
34.14,-118.28,6,34.1354,-118.282
34.14,-118.27,37,34.13790810810811,-118.26973243243242
34.14,-118.23,47,34.1419914893617,-118.22680425531915
34.14,-118.22,202,34.14088712871287,-118.22043663366337
34.14,-118.21,138,34.138289855072465,-118.21055724637681
34.14,-118.2,104,34.139827884615386,-118.19974423076923
34.14,-118.19,127,34.138978740157484,-118.18942362204724
34.14,-118.18,6,34.141,-118.18268333333333
34.15,-118.63,42,34.15378571428572,-118.63139285714286
34.15,-118.62,21,34.15039523809524,-118.62083333333332
34.15,-118.61,24,34.15213333333333,-118.60770416666666
34.15,-118.6,50,34.150832,-118.600344
34.15,-118.59,20,34.150795,-118.59034
34.15,-118.58,8,34.1520125,-118.57875
34.15,-118.57,4,34.152475,-118.5729
34.15,-118.56,32,34.15070625,-118.561175
34.15,-118.55,29,34.149886206896554,-118.54909310344827
34.15,-118.54,26,34.150815384615385,-118.54065769230769
34.15,-118.53,23,34.149278260869565,-118.52760869565218
34.15,-118.52,20,34.150054999999995,-118.521175
34.15,-118.51,36,34.150444444444446,-118.50818333333333
34.15,-118.5,71,34.150147887323946,-118.49961408450703
34.15,-118.49,35,34.150037142857144,-118.48893714285714
34.15,-118.48,27,34.150340740740745,-118.47858148148147
34.15,-118.47,130,34.15141230769231,-118.4680723076923
34.15,-118.46,224,34.152165625,-118.46022991071428
34.15,-118.45,366,34.15212595628415,-118.45008306010929
34.15,-118.44,335,34.15013253731343,-118.4400871641791
34.15,-118.43,270,34.1497737037037,-118.43046296296296
34.15,-118.42,178,34.149998876404496,-118.41985786516854
34.15,-118.41,196,34.149718877551024,-118.40955918367347
34.15,-118.4,130,34.14920923076923,-118.3988676923077
34.15,-118.39,215,34.148166046511626,-118.38878186046512
34.15,-118.38,110,34.14954636363636,-118.37926272727273
34.15,-118.37,291,34.149561168384885,-118.36962714776634
34.15,-118.36,178,34.15055617977528,-118.36157696629215
34.15,-118.35,45,34.15054,-118.35178444444443
34.15,-118.33,12,34.149033333333335,-118.32998333333332
34.15,-118.32,3,34.15246666666667,-118.318
34.15,-118.31,18,34.15355555555555,-118.30960555555556
34.15,-118.3,6,34.1498,-118.30040000000001
34.15,-118.29,27,34.1548,-118.294
34.15,-118.28,8,34.1512125,-118.2785375
34.15,-118.27,9,34.14966666666666,-118.27400000000002
34.15,-118.23,1,34.1455,-118.228
34.15,-118.2,3,34.145,-118.1986
34.15,-118.19,1,34.1455,-118.1927
34.16,-118.64,13,34.16269230769231,-118.64176153846152
34.16,-118.63,64,34.161546875,-118.629271875
34.16,-118.62,64,34.1586078125,-118.62203125
34.16,-118.61,41,34.15949024390244,-118.60899024390244
34.16,-118.6,79,34.16044810126582,-118.59970632911393
34.16,-118.59,64,34.1604734375,-118.5902671875
34.16,-118.58,47,34.16037234042553,-118.5802914893617
34.16,-118.57,39,34.15991794871795,-118.57058717948719
34.16,-118.56,46,34.159963043478264,-118.55888043478261
34.16,-118.55,20,34.160185,-118.55019
34.16,-118.54,35,34.159800000000004,-118.53979428571428
34.16,-118.53,97,34.16069690721649,-118.5282268041237
34.16,-118.52,149,34.16185906040268,-118.52140000000001
34.16,-118.51,82,34.160851219512196,-118.50977682926829
34.16,-118.5,105,34.16036476190476,-118.49961238095239
34.16,-118.49,175,34.16006685714286,-118.49106
34.16,-118.48,169,34.159555029585796,-118.47849881656806
34.16,-118.47,173,34.15852427745664,-118.46924393063583
34.16,-118.46,270,34.1596937037037,-118.46028555555556
34.16,-118.45,177,34.16041355932204,-118.45007344632769
34.16,-118.44,432,34.15911550925926,-118.43985208333334
34.16,-118.43,122,34.16018196721311,-118.42940491803279
34.16,-118.42,132,34.15964621212121,-118.42080681818182
34.16,-118.41,211,34.16066350710901,-118.41010473933649
34.16,-118.4,248,34.16126290322581,-118.39918911290322
34.16,-118.39,240,34.160727083333335,-118.39113958333334
34.16,-118.38,307,34.16168143322476,-118.37899087947883
34.16,-118.37,837,34.161789964157705,-118.3708724014337
34.16,-118.36,115,34.16136434782609,-118.36211391304347
34.16,-118.35,11,34.15719090909091,-118.35284545454546
34.16,-118.31,1,34.155,-118.3109
34.16,-118.3,5,34.1586,-118.29662
34.16,-118.29,1,34.1553,-118.2939
34.17,-118.66,3,34.17253333333333,-118.65583333333332
34.17,-118.65,36,34.169783333333335,-118.64951111111112
34.17,-118.64,51,34.169745098039215,-118.64008823529413
34.17,-118.63,66,34.16762121212121,-118.62883181818182
34.17,-118.62,166,34.16899457831325,-118.6190596385542
34.17,-118.61,199,34.16998391959799,-118.60856733668342
34.17,-118.6,252,34.1698623015873,-118.60033849206349
34.17,-118.59,270,34.16773185185185,-118.58803814814814
34.17,-118.58,160,34.16837875,-118.581025
34.17,-118.57,110,34.17049090909091,-118.56986545454545
34.17,-118.56,104,34.171358653846156,-118.55864038461537
34.17,-118.55,138,34.17086521739131,-118.55103405797101
34.17,-118.54,415,34.17090891566265,-118.53911228915662
34.17,-118.53,236,34.171115254237286,-118.53073474576271
34.17,-118.52,429,34.1688324009324,-118.52164265734267
34.17,-118.51,237,34.168424894514764,-118.51000253164558
34.17,-118.5,88,34.17058295454545,-118.50092159090909
34.17,-118.49,1,34.1669,-118.4923
34.17,-118.48,16,34.17115,-118.477025
34.17,-118.47,229,34.170449781659386,-118.46614803493449
34.17,-118.46,227,34.17002863436123,-118.45872026431718
34.17,-118.45,180,34.170655555555555,-118.44917277777778
34.17,-118.44,215,34.17150976744186,-118.44085581395349
34.17,-118.43,104,34.17116346153846,-118.43028846153847
34.17,-118.42,62,34.169646774193545,-118.42054193548387
34.17,-118.41,129,34.17115968992248,-118.40898527131782
34.17,-118.4,301,34.16934318936877,-118.40024817275747
34.17,-118.39,107,34.169709345794395,-118.39041495327103
34.17,-118.38,633,34.16996018957346,-118.37849368088469
34.17,-118.37,521,34.169298080614205,-118.37110537428023
34.17,-118.36,161,34.17025279503106,-118.36144782608696
34.17,-118.35,4,34.1652,-118.3548
34.18,-118.67,7,34.17888571428572,-118.66677142857142
34.18,-118.66,17,34.179623529411764,-118.65897058823529
34.18,-118.65,47,34.17992127659575,-118.65195319148937
34.18,-118.64,49,34.179785714285714,-118.64091836734693
34.18,-118.63,31,34.1792129032258,-118.63074193548387
34.18,-118.62,42,34.17954523809524,-118.62155952380951
34.18,-118.61,318,34.181519811320754,-118.60877547169812
34.18,-118.6,212,34.1811537735849,-118.59915235849057
34.18,-118.59,262,34.18255496183206,-118.59145534351144
34.18,-118.58,67,34.181400000000004,-118.58287611940298
34.18,-118.57,37,34.178451351351356,-118.56946216216215
34.18,-118.56,59,34.179977966101696,-118.55916610169493
34.18,-118.55,83,34.18014096385542,-118.54998072289156
34.18,-118.54,495,34.17970101010101,-118.53917737373737
34.18,-118.53,181,34.17930497237569,-118.53040552486189
34.18,-118.52,98,34.17891020408163,-118.5205612244898
34.18,-118.51,67,34.178067164179105,-118.51037462686567
34.18,-118.5,37,34.18301891891892,-118.50117027027028
34.18,-118.48,51,34.1815,-118.48356078431371
34.18,-118.47,259,34.18136332046332,-118.4676837837838
34.18,-118.46,202,34.18012277227723,-118.4592391089109
34.18,-118.45,333,34.181429429429436,-118.44978498498499
34.18,-118.44,366,34.18154808743169,-118.44055464480876
34.18,-118.43,127,34.18061732283464,-118.43042598425197
34.18,-118.42,134,34.18042910447761,-118.41940373134328
34.18,-118.41,184,34.18137717391305,-118.4092527173913
34.18,-118.4,285,34.1803898245614,-118.3993810526316
34.18,-118.39,180,34.18111777777778,-118.38931944444444
34.18,-118.38,379,34.180069393139846,-118.38174406332453
34.18,-118.37,274,34.17863613138686,-118.37200620437956
34.18,-118.36,141,34.17996170212766,-118.36303829787234
34.19,-118.66,22,34.18734545454545,-118.65816818181817
34.19,-118.65,53,34.190209433962266,-118.65095849056604
34.19,-118.64,86,34.189187209302325,-118.64054999999999
34.19,-118.63,227,34.1888550660793,-118.62811497797357
34.19,-118.62,205,34.18871609756098,-118.62157121951219
34.19,-118.61,546,34.190110439560435,-118.60742985347986
34.19,-118.6,604,34.18891639072848,-118.60008973509933
34.19,-118.59,416,34.191683173076925,-118.59054567307693
34.19,-118.58,135,34.19177185185185,-118.58024962962962
34.19,-118.57,110,34.19209090909091,-118.56999181818182
34.19,-118.56,238,34.19097899159664,-118.55998739495799
34.19,-118.55,245,34.19051510204081,-118.55063142857142
34.19,-118.54,280,34.19040392857143,-118.54038535714285
34.19,-118.53,225,34.19081555555556,-118.53073244444444
34.19,-118.52,122,34.1907,-118.52035737704918
34.19,-118.51,137,34.19051605839416,-118.51009051094891
34.19,-118.5,146,34.1911904109589,-118.49912808219177
34.19,-118.49,145,34.19187793103448,-118.49133448275862
34.19,-118.48,246,34.190248780487806,-118.48163536585366
34.19,-118.47,352,34.192192897727274,-118.46963693181819
34.19,-118.46,307,34.19025537459284,-118.45849967426712
34.19,-118.45,371,34.19012318059299,-118.44920646900269
34.19,-118.44,379,34.189690765171505,-118.44091187335091
34.19,-118.43,178,34.18991966292135,-118.43057191011236
34.19,-118.42,302,34.1911582781457,-118.42006357615894
34.19,-118.41,192,34.19091458333333,-118.40900104166667
34.19,-118.4,220,34.18957454545455,-118.39861909090908
34.19,-118.39,326,34.19059754601227,-118.38944570552148
34.19,-118.38,242,34.190583471074376,-118.38055123966943
34.19,-118.37,311,34.1900694533762,-118.37024469453375
34.19,-118.36,54,34.19002777777778,-118.36340370370371
34.2,-118.66,13,34.198861538461536,-118.65936153846154
34.2,-118.65,25,34.19968,-118.64944799999999
34.2,-118.64,24,34.199441666666665,-118.6400125
34.2,-118.63,83,34.20105421686747,-118.62924337349396
34.2,-118.62,55,34.20011454545455,-118.62089454545455
34.2,-118.61,185,34.20063837837838,-118.61022648648648
34.2,-118.6,510,34.20024980392157,-118.5997668627451
34.2,-118.59,414,34.20044371980676,-118.59100652173912
34.2,-118.58,190,34.200887894736844,-118.57903894736843
34.2,-118.57,182,34.20123186813187,-118.57019505494506
34.2,-118.56,163,34.20023251533742,-118.55936196319018
34.2,-118.55,218,34.20105458715596,-118.55092018348623
34.2,-118.54,498,34.19999879518072,-118.54007931726908
34.2,-118.53,442,34.20055407239819,-118.5297036199095
34.2,-118.52,195,34.20079076923077,-118.52035846153846
34.2,-118.51,145,34.20029724137931,-118.51023310344829
34.2,-118.5,133,34.2009022556391,-118.49966466165414
34.2,-118.49,82,34.20004390243903,-118.4905512195122
34.2,-118.48,278,34.20062553956834,-118.48123165467625
34.2,-118.47,392,34.20065204081633,-118.46963469387755
34.2,-118.46,293,34.1993433447099,-118.45904061433447
34.2,-118.45,472,34.20046758474576,-118.44899915254238
34.2,-118.44,330,34.19939484848485,-118.44098878787878
34.2,-118.43,331,34.202022960725074,-118.43083836858005
34.2,-118.42,253,34.199934387351774,-118.4208
34.2,-118.41,246,34.20015284552846,-118.40975162601627
34.2,-118.4,195,34.19970769230769,-118.39913487179486
34.2,-118.39,319,34.19987742946708,-118.39039686520375
34.2,-118.38,244,34.20170737704918,-118.38168483606559
34.2,-118.37,137,34.20275912408759,-118.37121605839415
34.2,-118.36,8,34.2025625,-118.3636875
34.21,-118.66,10,34.208510000000004,-118.65702000000002
34.21,-118.65,31,34.212203225806455,-118.64729032258064
34.21,-118.64,21,34.208595238095235,-118.63988095238095
34.21,-118.63,29,34.20874137931035,-118.62873793103448
34.21,-118.62,70,34.21116428571429,-118.62086714285714
34.21,-118.61,142,34.211139436619725,-118.60893873239436
34.21,-118.6,207,34.21003236714976,-118.60056763285024
34.21,-118.59,125,34.210408799999996,-118.5902976
34.21,-118.58,209,34.20964545454545,-118.577285645933
34.21,-118.57,139,34.20973525179856,-118.57067050359711
34.21,-118.56,113,34.21003539823009,-118.55978053097344
34.21,-118.55,161,34.21070124223603,-118.55219378881988
34.21,-118.54,287,34.212205923344946,-118.53938083623694
34.21,-118.53,183,34.21076612021858,-118.53018469945354
34.21,-118.52,112,34.21084642857143,-118.52086517857143
34.21,-118.51,158,34.210405063291134,-118.50969493670887
34.21,-118.5,75,34.209032,-118.500668
34.21,-118.49,85,34.208412941176476,-118.4914011764706
34.21,-118.48,196,34.20835510204081,-118.4804775510204
34.21,-118.47,219,34.20927397260274,-118.46948767123288
34.21,-118.46,341,34.210855718475074,-118.45962697947213
34.21,-118.45,303,34.21035412541254,-118.44960495049506
34.21,-118.44,172,34.20793546511628,-118.4421581395349
34.21,-118.43,221,34.210761990950225,-118.4299588235294
34.21,-118.42,129,34.20913565891473,-118.4208031007752
34.21,-118.41,135,34.20942222222222,-118.40838518518518
34.21,-118.4,195,34.210316923076924,-118.3988723076923
34.21,-118.39,257,34.2094747081712,-118.38993618677043
34.21,-118.38,80,34.2099025,-118.3805075
34.21,-118.37,194,34.21116237113402,-118.37107164948453
34.21,-118.36,95,34.211366315789476,-118.36052842105263
34.21,-118.35,79,34.21080379746835,-118.35045822784811
34.21,-118.34,24,34.21097916666667,-118.34115833333334
34.22,-118.66,2,34.219449999999995,-118.6565
34.22,-118.65,18,34.22073888888889,-118.64933888888888
34.22,-118.64,19,34.21885789473684,-118.63952105263158
34.22,-118.63,27,34.21894074074074,-118.62982962962963
34.22,-118.62,67,34.2192447761194,-118.61913731343284
34.22,-118.61,64,34.21951875,-118.608625
34.22,-118.6,337,34.22028961424333,-118.6007293768546
34.22,-118.59,225,34.22168888888889,-118.5908288888889
34.22,-118.58,127,34.22090157480315,-118.57987716535432
34.22,-118.57,161,34.21981739130435,-118.57023416149069
34.22,-118.56,117,34.22129401709402,-118.56004615384616
34.22,-118.55,95,34.22014736842105,-118.55038631578948
34.22,-118.54,231,34.22111861471861,-118.53775367965368
34.22,-118.53,142,34.220532394366195,-118.53015845070423
34.22,-118.52,202,34.22213514851485,-118.51852326732673
34.22,-118.51,114,34.220063157894735,-118.50900526315789
34.22,-118.5,179,34.22079162011173,-118.4994346368715
34.22,-118.49,70,34.22087571428571,-118.48662285714285
34.22,-118.48,125,34.2199448,-118.4786464
34.22,-118.47,439,34.22080227790433,-118.46872619589976
34.22,-118.46,303,34.2213,-118.45895115511551
34.22,-118.45,586,34.221443174061434,-118.45037372013651
34.22,-118.44,196,34.21843265306122,-118.44086734693877
34.22,-118.43,187,34.2193486631016,-118.43006577540106
34.22,-118.42,87,34.22037931034483,-118.4195816091954
34.22,-118.41,94,34.219972340425535,-118.40806595744681
34.22,-118.4,211,34.220854028436015,-118.39892037914693
34.22,-118.39,322,34.21788074534162,-118.39071428571428
34.22,-118.38,86,34.220048837209305,-118.3812976744186
34.22,-118.37,271,34.219596678966795,-118.36951808118081
34.22,-118.36,115,34.21990956521739,-118.35960347826087
34.22,-118.35,55,34.21880909090909,-118.3497090909091
34.22,-118.34,3,34.216766666666665,-118.34196666666666
34.23,-118.65,8,34.227712499999996,-118.6491125
34.23,-118.63,14,34.2331,-118.6273
34.23,-118.62,6,34.226283333333335,-118.62143333333334
34.23,-118.61,76,34.226915789473686,-118.61099605263158
34.23,-118.6,206,34.22927766990291,-118.59978058252428
34.23,-118.59,239,34.229200418410045,-118.58999330543932
34.23,-118.58,131,34.23116183206107,-118.58090610687023
34.23,-118.57,73,34.230445205479455,-118.57048219178081
34.23,-118.56,272,34.23044448529412,-118.56184705882352
34.23,-118.55,241,34.22901286307054,-118.55065560165974
34.23,-118.54,231,34.22871991341991,-118.53864242424243
34.23,-118.53,181,34.228796132596685,-118.53111546961325
34.23,-118.52,40,34.2307525,-118.5208975
34.23,-118.51,105,34.23193904761904,-118.51045523809523
34.23,-118.5,143,34.22937622377622,-118.50039230769232
34.23,-118.49,95,34.22898736842105,-118.48794631578947
34.23,-118.48,102,34.230281372549015,-118.47866764705883
34.23,-118.47,507,34.23015621301775,-118.4690090729783
34.23,-118.46,484,34.22929731404958,-118.45953161157024
34.23,-118.45,427,34.23034964871194,-118.45123021077283
34.23,-118.44,191,34.23039738219895,-118.44040994764399
34.23,-118.43,102,34.22988823529412,-118.42998431372548
34.23,-118.42,85,34.23023647058823,-118.42101764705883
34.23,-118.41,25,34.23144,-118.410288
34.23,-118.4,191,34.229832984293196,-118.40092408376962
34.23,-118.39,124,34.23074516129032,-118.39186370967742
34.23,-118.38,49,34.22976326530612,-118.37903469387754
34.23,-118.37,254,34.23074803149606,-118.36974488188976
34.23,-118.36,72,34.227333333333334,-118.36236527777777
34.23,-118.35,6,34.23323333333334,-118.35218333333334
34.23,-118.34,5,34.2297,-118.33899999999998
34.23,-118.3,3,34.2291,-118.2978
34.23,-118.29,19,34.23446842105263,-118.2912157894737
34.23,-118.28,3,34.234566666666666,-118.27763333333333
34.23,-118.27,2,34.233149999999995,-118.26915
34.24,-118.64,1,34.2371,-118.6427
34.24,-118.62,11,34.24333636363636,-118.61847272727273
34.24,-118.61,71,34.24178732394366,-118.60874507042254
34.24,-118.6,126,34.240026984126985,-118.59907936507936
34.24,-118.59,124,34.23800322580646,-118.58944032258064
34.24,-118.58,91,34.24053626373627,-118.5807076923077
34.24,-118.57,59,34.24013220338983,-118.57050847457627
34.24,-118.56,513,34.24170233918128,-118.55890097465887
